production_line,material_type,temp_sensor_1,pressure_sensor,humidity,vibration_sensor,processing_time_sec,power_consumption,operator_experience_years,yield_percentage
Line-A,Type-Z,102.24,51.25,33.7,0.9748,127.6,218.41,4.0,93.62
Line-A,Type-Z,102.25,51.37,63.35,1.0615,109.6,184.41,3.0,93.81
Line-A,Type-X,101.33,48.87,48.75,1.3624,101.9,208.18,4.0,93.83
Line-A,Type-X,,48.28,62.38,0.894,125.9,200.29,9.0,94.04
Line-A,Type-X,98.92,48.22,66.04,0.8273,132.3,180.31,7.0,94.22
Line-B,Type-X,101.03,51.66,37.84,1.0147,126.3,217.16,2.0,95.16
Line-B,Type-Z,103.04,48.44,32.79,1.0656,120.1,191.0,10.0,93.63
Line-B,Type-X,98.1,49.59,63.36,1.0398,119.2,152.97,5.0,94.93
Line-A,Type-X,104.58,48.87,32.61,0.8802,110.4,196.97,6.0,94.38
Line-A,Type-X,102.43,50.65,59.58,1.2838,118.9,186.97,7.0,95.15
Line-A,Type-Z,93.36,47.97,68.48,1.0087,116.7,210.0,10.0,93.58
Line-B,Type-X,100.13,49.0,67.7,1.0898,121.3,201.58,2.0,95.17
Line-B,Type-Z,98.29,48.39,52.31,0.7584,120.1,195.01,3.0,94.24
Line-B,Type-Z,103.23,52.33,65.08,1.0398,117.3,202.56,2.0,93.12
Line-B,Type-Y,98.73,48.22,51.08,1.2268,126.7,152.97,8.0,95.84
Line-B,Type-Z,104.13,52.71,51.83,1.187,,212.31,7.0,92.69
Line-A,Type-X,105.65,52.95,36.98,0.9239,115.0,192.39,8.0,94.83
Line-B,Type-Y,100.12,48.43,42.24,1.1283,108.2,206.32,6.0,95.52
Line-B,Type-Y,100.41,46.53,,1.0347,121.4,200.19,5.0,95.78
Line-A,Type-Z,103.88,45.63,43.54,1.1598,129.3,232.09,3.0,92.91
Line-B,Type-Y,100.48,47.91,37.76,1.3514,114.1,168.43,5.0,95.3
Line-B,Type-Z,91.01,50.13,54.42,1.1718,118.1,210.96,8.0,94.19
Line-A,Type-Y,98.38,46.79,31.2,0.7855,115.1,182.33,9.0,95.73
Line-A,Type-Y,89.44,51.16,44.4,1.2302,104.5,201.29,8.0,94.41
Line-A,Type-Y,98.03,50.39,59.37,1.1965,136.6,204.0,8.0,96.51
Line-B,Type-Z,98.5,49.0,39.2,1.3322,120.3,222.7,9.0,94.76
Line-A,Type-Y,95.97,51.79,40.9,1.4157,114.1,228.98,3.0,95.31
Line-A,Type-Z,92.36,47.14,34.98,0.8037,114.8,193.54,4.0,92.35
Line-B,Type-Z,109.94,49.55,31.71,0.9635,110.8,168.61,2.0,92.88
Line-A,Type-Z,98.13,46.91,38.88,0.6746,126.5,197.01,5.0,92.97
Line-B,Type-X,98.89,50.95,38.64,1.2991,134.2,197.39,3.0,93.42
Line-B,Type-Z,101.3,54.21,59.64,1.2527,106.4,148.81,1.0,91.9
Line-A,Type-Y,100.08,48.79,60.26,1.1745,99.0,187.43,5.0,95.03
Line-B,Type-X,100.13,51.79,55.06,0.817,142.7,163.68,2.0,93.34
Line-B,Type-Y,98.82,49.71,42.75,0.9254,124.2,215.88,1.0,95.56
Line-A,Type-Z,96.28,48.77,33.78,0.8599,118.6,180.62,4.0,93.65
Line-B,Type-Y,110.15,49.6,32.18,0.9945,134.1,213.16,8.0,95.41
Line-A,Type-Z,105.52,50.54,33.04,0.9632,125.2,224.85,9.0,93.54
Line-A,Type-Z,91.84,52.39,61.56,0.9427,134.1,192.41,3.0,92.59
Line-B,Type-Y,98.13,51.25,52.02,1.1817,122.3,207.46,5.0,96.11
Line-A,Type-Z,104.06,51.77,50.68,0.7398,130.7,219.5,3.0,92.8
Line-A,Type-Y,95.51,48.83,45.23,1.1515,129.1,188.36,5.0,95.9
Line-B,Type-Z,102.43,51.52,,1.3065,134.9,218.89,9.0,92.91
Line-B,Type-Z,102.21,47.65,69.28,0.8853,119.5,171.17,2.0,93.25
Line-A,Type-Z,100.82,,50.42,1.2913,109.1,191.38,4.0,92.89
Line-A,Type-X,101.56,52.87,64.46,1.1078,103.5,202.11,4.0,93.16
Line-B,Type-Y,109.62,51.15,64.23,1.0529,122.9,178.91,7.0,95.96
Line-A,Type-Y,96.75,53.15,56.26,1.0409,98.1,178.32,7.0,94.51
Line-A,Type-Y,102.26,47.8,54.16,0.9139,130.3,198.65,6.0,95.39
Line-B,Type-X,93.92,52.1,,0.7338,117.5,226.26,9.0,95.2
Line-B,Type-Z,97.7,50.41,33.89,1.3151,127.3,178.76,1.0,92.84
Line-A,Type-X,102.09,48.41,68.69,1.0395,118.0,223.99,3.0,94.66
Line-B,Type-Z,98.92,50.31,57.81,0.618,103.8,175.53,1.0,93.35
Line-B,Type-X,92.32,51.22,37.18,0.9711,98.1,201.76,7.0,94.17
Line-B,Type-X,,50.6,56.55,0.9431,112.2,187.28,8.0,93.94
Line-B,Type-Y,99.97,48.59,64.34,1.0037,132.4,178.79,1.0,95.1
Line-B,Type-X,100.89,50.06,53.59,0.9429,158.6,216.31,6.0,94.39
Line-A,Type-Y,96.63,49.84,63.54,1.1539,127.5,211.9,7.0,96.3
Line-A,Type-X,96.53,50.15,51.45,1.0227,106.8,194.01,9.0,95.09
Line-B,Type-Z,102.75,50.41,37.45,1.0398,112.0,177.02,8.0,93.68
Line-B,Type-Z,96.15,51.93,61.94,1.2121,125.9,238.46,9.0,93.81
Line-B,Type-Z,96.42,44.19,46.62,1.0755,116.8,175.19,3.0,93.16
Line-A,Type-X,102.16,47.43,41.71,1.0922,106.4,173.78,7.0,94.52
Line-A,Type-Z,102.18,46.36,41.54,0.8154,120.0,166.85,5.0,93.18
Line-A,Type-Y,98.03,50.13,32.19,1.2385,131.0,158.49,4.0,96.1
Line-B,Type-X,94.75,47.9,68.85,1.0268,113.7,189.98,9.0,95.05
Line-A,Type-Y,93.32,49.87,30.05,1.2655,115.3,218.75,10.0,96.39
Line-B,Type-Y,102.56,49.82,39.87,1.135,115.4,187.4,3.0,95.27
Line-B,Type-X,102.62,45.63,67.55,1.0633,126.4,176.68,7.0,94.45
