production_line,shift,operator_experience_years,processing_time_min,temperature,humidity,measurement_A,measurement_B,measurement_C,defect_status
Line-2,야간,15.0,31.0,25.5,48.9,117.69,227.91,52.55,0
Line-3,주간,3.0,31.6,21.5,40.7,107.69,184.9,49.5,0
Line-1,주간,14.0,27.6,25.8,49.2,104.14,178.47,43.5,0
Line-1,야간,1.0,34.6,23.2,38.6,82.59,192.37,49.67,0
Line-1,주간,10.0,29.7,28.3,51.8,119.44,197.46,47.16,0
Line-2,주간,2.0,31.6,25.5,49.4,70.77,191.42,47.64,0
Line-1,주간,14.0,31.2,21.4,26.0,85.47,180.37,51.38,0
Line-3,주간,11.0,24.9,23.1,37.0,95.7,191.14,55.53,0
Line-3,주간,6.0,,24.6,52.0,85.33,200.58,51.11,0
Line-1,주간,7.0,38.0,20.1,61.9,95.91,171.72,59.91,0
Line-1,야간,1.0,29.0,25.6,43.0,100.42,208.14,42.6,0
Line-1,주간,2.0,21.7,26.7,47.9,101.84,206.3,56.5,0
Line-1,야간,5.0,39.5,22.0,70.1,95.46,191.84,44.25,0
Line-1,주간,2.0,33.3,24.6,32.8,85.41,220.9,48.01,0
Line-1,야간,2.0,,29.6,48.7,109.01,196.51,43.02,0
Line-3,주간,1.0,30.7,20.2,50.4,111.47,220.51,52.62,0
Line-3,주간,5.0,35.6,28.1,34.8,87.1,186.62,52.52,0
Line-1,야간,15.0,32.0,23.8,71.2,97.11,207.95,56.47,0
Line-2,야간,11.0,26.2,31.3,36.5,75.84,198.28,44.73,0
Line-2,야간,5.0,34.1,26.5,57.4,107.06,159.46,60.66,0
Line-2,주간,0.0,21.4,19.8,72.5,84.3,210.95,44.08,0
Line-1,야간,11.0,27.2,23.4,42.7,109.17,169.43,51.57,0
Line-2,야간,3.0,27.2,26.4,53.2,86.65,152.57,48.42,0
Line-3,야간,14.0,27.1,24.8,51.9,94.06,213.34,46.55,0
Line-3,주간,7.0,24.1,28.3,55.3,83.25,218.72,60.31,0
Line-2,야간,2.0,30.5,30.9,52.9,96.97,186.83,43.65,0
Line-2,주간,12.0,,29.3,54.9,98.44,186.19,53.09,0
Line-2,야간,5.0,24.8,23.3,56.6,97.7,197.54,55.4,0
Line-3,주간,3.0,34.3,27.7,47.5,86.93,181.66,54.41,0
Line-1,주간,7.0,32.3,24.5,33.4,108.67,227.71,47.84,0
Line-2,주간,13.0,22.5,26.1,52.9,91.25,224.29,55.18,0
Line-3,주간,6.0,30.1,26.6,41.2,85.1,190.11,50.81,0
Line-2,주간,3.0,,30.5,52.0,110.93,204.87,47.12,0
Line-1,주간,7.0,20.6,26.3,43.4,109.55,184.36,50.35,0
Line-3,야간,10.0,23.1,23.0,59.7,99.19,222.88,53.28,0
Line-1,야간,15.0,36.0,18.4,51.9,108.53,209.78,50.95,0
Line-3,주간,,38.4,24.3,67.9,114.83,214.55,40.42,0
Line-3,야간,10.0,27.6,26.1,25.3,89.49,202.98,54.22,0
Line-2,야간,5.0,26.3,20.9,60.4,98.42,174.9,48.67,0
Line-1,야간,1.0,31.5,26.3,47.2,82.96,243.03,46.53,0
Line-3,야간,6.0,26.8,21.0,61.1,93.62,240.51,44.58,0
Line-3,야간,10.0,31.7,25.8,66.8,109.04,221.45,51.85,0
Line-3,주간,15.0,41.4,18.9,70.0,97.93,211.18,49.24,0
Line-2,야간,4.0,31.3,21.8,53.5,89.49,223.94,44.84,0
Line-1,주간,11.0,32.7,23.4,44.9,101.99,206.36,50.29,0
Line-2,야간,8.0,23.1,29.9,33.1,106.05,231.78,47.62,0
Line-2,야간,,35.5,24.2,52.4,102.83,213.08,49.67,0
Line-1,야간,8.0,23.4,24.4,41.2,96.32,186.94,44.73,0
Line-2,주간,7.0,22.6,19.8,38.8,111.64,218.07,59.1,0
Line-1,주간,,31.3,23.5,66.2,123.15,186.78,48.77,0
Line-3,야간,0.0,25.1,24.9,72.8,109.04,213.58,46.16,0
Line-1,야간,13.0,26.6,23.2,63.6,113.04,170.93,47.03,0
Line-2,주간,0.0,33.2,25.6,54.5,112.57,223.95,54.74,0
Line-1,주간,0.0,31.5,26.6,51.9,99.65,175.02,47.76,0
Line-2,주간,1.0,24.4,26.9,34.9,88.08,181.62,44.73,0
Line-3,주간,0.0,31.2,22.4,43.4,115.87,210.14,43.64,0
Line-2,주간,13.0,29.7,27.5,49.2,84.31,209.53,46.78,0
Line-3,야간,15.0,31.6,25.2,50.5,107.23,216.03,47.15,0
Line-2,주간,8.0,24.6,23.3,51.9,107.59,180.78,56.68,0
Line-1,주간,8.0,31.3,21.6,73.5,115.7,200.04,53.15,0
Line-3,주간,7.0,25.7,26.2,51.9,81.84,201.66,56.22,0
Line-2,주간,8.0,26.7,22.3,53.1,101.32,234.09,48.45,0
Line-1,야간,,39.0,21.1,34.7,103.93,193.17,49.64,0
Line-2,주간,12.0,31.4,20.8,32.9,110.02,204.73,48.53,0
Line-1,야간,2.0,28.5,21.9,65.5,94.82,190.75,50.18,0
Line-1,야간,6.0,27.9,21.1,32.4,89.49,183.49,55.4,0
Line-1,주간,1.0,29.5,25.4,39.0,93.77,210.38,49.24,0
Line-2,야간,0.0,25.1,26.4,55.6,101.96,186.85,44.95,0
Line-2,주간,8.0,32.7,20.6,51.4,87.25,189.9,47.78,0
Line-1,주간,9.0,29.4,22.5,45.8,97.41,195.32,56.91,0
Line-1,주간,2.0,36.7,21.4,49.7,119.47,222.68,58.12,0
Line-3,주간,15.0,29.4,24.6,54.3,114.09,183.9,49.17,0
Line-3,주간,4.0,34.7,22.4,65.5,117.32,228.43,50.58,0
Line-1,야간,7.0,30.0,25.4,43.7,90.81,177.57,49.73,0
Line-2,주간,15.0,34.7,26.7,58.4,91.68,198.14,43.87,0
Line-2,야간,14.0,25.2,23.0,55.7,83.83,181.32,52.21,0
Line-1,야간,8.0,37.7,31.0,57.4,86.01,200.34,55.19,0
Line-1,야간,12.0,32.8,22.0,39.7,72.98,199.36,46.2,0
Line-2,주간,7.0,39.7,26.6,52.7,101.04,196.39,46.55,0
Line-3,야간,0.0,38.2,22.2,59.1,112.18,223.63,49.97,0
Line-2,주간,6.0,26.6,21.3,45.5,105.15,216.66,47.6,0
Line-3,주간,0.0,26.5,23.8,50.4,93.66,202.78,47.69,0
Line-3,야간,6.0,26.9,23.6,47.3,109.64,205.12,41.55,0
Line-3,야간,2.0,40.9,24.5,71.7,82.05,159.42,51.76,0
Line-2,야간,5.0,34.8,25.1,47.7,107.47,221.72,50.33,0
Line-2,야간,11.0,35.7,31.3,35.3,111.8,191.39,61.27,0
Line-2,야간,13.0,38.5,26.1,56.5,91.78,181.6,52.61,0
Line-3,야간,1.0,30.7,28.3,38.0,94.09,204.67,51.75,0
Line-3,주간,3.0,29.7,25.7,48.4,104.7,216.17,53.92,0
Line-2,야간,10.0,29.5,28.4,67.2,86.84,171.36,52.5,0
Line-3,야간,4.0,40.4,24.8,39.9,91.95,201.71,55.0,0
Line-2,주간,15.0,30.3,23.0,49.7,90.36,220.16,45.81,0
Line-1,주간,9.0,20.2,21.3,33.5,108.44,200.07,51.27,0
Line-3,주간,10.0,31.3,22.8,59.0,104.76,197.86,49.2,0
Line-3,야간,8.0,33.1,26.0,51.2,91.98,209.74,39.39,0
Line-2,야간,15.0,27.0,24.7,47.8,98.0,203.08,52.35,0
Line-2,주간,1.0,34.9,24.6,61.0,114.05,196.73,47.17,0
Line-1,야간,14.0,35.3,26.7,50.7,109.25,188.98,47.95,0
Line-3,주간,7.0,31.1,22.9,57.2,94.05,154.12,47.0,0
Line-2,야간,10.0,35.1,24.6,39.4,102.5,181.76,44.39,0
Line-1,야간,7.0,28.1,22.1,41.2,92.75,180.15,53.75,0
Line-1,야간,9.0,30.2,22.9,63.6,112.28,206.03,55.72,0
Line-3,주간,9.0,32.5,26.4,48.3,115.36,153.48,47.67,0
Line-3,주간,1.0,,30.8,53.5,106.95,205.05,42.65,0
Line-1,야간,15.0,32.6,23.9,52.2,86.46,171.22,53.04,0
Line-1,야간,0.0,27.6,27.7,38.7,105.36,204.39,54.6,0
Line-1,주간,11.0,31.2,24.6,62.9,89.49,182.19,48.92,0
Line-3,주간,2.0,39.6,29.2,46.4,97.74,201.85,56.52,0
Line-1,주간,4.0,29.5,28.0,56.2,90.43,260.17,41.64,0
Line-3,주간,4.0,31.8,27.9,65.6,101.58,151.6,44.73,0
Line-1,주간,11.0,30.2,22.7,54.2,101.11,225.49,52.42,0
Line-2,야간,4.0,41.0,30.5,45.4,105.46,183.09,45.12,0
Line-2,야간,14.0,27.4,24.2,38.2,103.15,198.43,50.66,0
Line-1,주간,13.0,34.5,22.2,52.7,110.88,213.51,43.77,0
Line-2,야간,,31.5,23.0,51.5,84.21,182.77,48.94,0
Line-2,야간,1.0,42.4,28.1,51.9,90.78,213.24,48.39,0
Line-1,야간,5.0,31.5,24.1,57.0,103.53,188.4,48.67,0
Line-3,주간,2.0,30.5,26.1,63.8,106.38,232.54,44.44,0
Line-2,주간,7.0,30.1,29.2,50.0,94.63,190.09,46.55,0
Line-2,야간,5.0,27.7,27.3,51.9,100.92,193.42,47.46,0
Line-3,야간,6.0,33.4,20.3,54.4,107.7,172.78,49.16,0
Line-2,야간,2.0,23.4,26.4,43.6,88.74,197.8,47.92,0
Line-1,주간,4.0,40.1,24.0,40.4,81.96,202.46,44.73,0
Line-3,주간,10.0,37.9,26.1,56.2,105.7,203.15,46.77,0
Line-2,주간,13.0,30.4,23.4,62.2,94.54,198.6,51.53,0
Line-2,야간,9.0,24.5,20.8,60.1,90.72,192.37,44.73,0
Line-3,야간,14.0,29.1,20.7,58.9,98.71,192.36,56.13,0
Line-2,야간,10.0,26.4,23.4,52.4,89.77,237.93,51.87,0
Line-1,주간,13.0,21.8,24.8,55.9,99.09,231.14,52.63,0
Line-2,야간,2.0,36.5,23.0,44.3,96.9,177.58,55.01,0
Line-1,야간,14.0,31.0,26.2,54.8,107.82,207.32,53.8,0
Line-2,주간,5.0,30.7,29.8,56.6,89.83,202.62,54.53,0
Line-2,주간,8.0,30.4,26.4,62.6,89.49,193.23,44.73,0
Line-3,주간,13.0,19.4,28.5,47.7,125.11,199.64,55.37,0
Line-3,주간,3.0,32.7,20.2,59.3,82.74,221.5,51.49,0
Line-1,주간,8.0,27.7,22.6,51.4,90.94,188.75,45.32,0
Line-2,야간,2.0,29.6,19.4,30.6,104.54,201.06,49.77,0
Line-1,야간,14.0,23.4,30.1,51.1,106.91,208.56,49.54,0
Line-1,야간,13.0,30.5,22.1,48.7,103.48,148.81,46.73,0
Line-1,야간,6.0,39.6,26.4,54.1,114.73,210.52,49.08,0
Line-2,야간,14.0,26.9,29.1,62.2,89.49,209.21,42.0,0
Line-3,야간,15.0,26.1,27.5,47.7,94.7,196.1,45.99,0
Line-2,야간,8.0,28.1,26.8,54.9,89.49,223.01,44.34,0
Line-1,야간,,37.3,24.6,44.8,106.88,201.4,43.9,0
Line-2,주간,7.0,21.4,29.8,45.8,101.52,192.37,58.03,0
Line-3,주간,6.0,25.5,19.3,57.5,107.45,220.69,49.64,0
Line-3,야간,15.0,35.6,22.7,42.8,93.64,217.08,57.13,0
Line-2,야간,15.0,30.6,25.3,51.9,97.93,199.28,41.79,0
Line-2,주간,1.0,22.8,24.9,61.6,72.17,194.41,47.73,0
Line-2,주간,7.0,34.1,26.7,41.4,115.56,230.08,53.44,0
Line-3,야간,2.0,42.1,29.2,55.1,90.65,215.47,51.44,1
Line-1,주간,0.0,24.4,21.9,55.2,101.37,214.87,56.63,0
Line-1,주간,9.0,27.7,23.6,46.8,110.02,211.31,42.03,0
Line-3,야간,2.0,32.6,23.3,48.5,89.49,169.08,54.55,0
Line-1,주간,0.0,30.6,22.1,51.9,88.77,228.98,51.06,0
Line-2,주간,6.0,34.5,24.3,39.1,100.32,196.28,45.16,0
Line-1,야간,11.0,28.7,27.8,51.9,100.42,203.51,50.5,0
Line-3,야간,11.0,30.4,29.4,60.1,98.56,168.27,46.45,0
Line-1,야간,7.0,32.0,19.5,47.9,95.16,199.0,46.52,0
Line-1,야간,5.0,30.7,26.2,33.6,104.34,192.67,52.11,0
Line-1,야간,14.0,28.7,22.6,46.5,116.03,174.73,60.46,0
Line-3,주간,8.0,27.8,23.5,49.5,103.19,163.03,52.42,0
Line-2,야간,5.0,34.2,23.8,47.1,94.5,168.72,42.66,0
Line-3,야간,13.0,32.5,23.1,60.1,116.13,223.21,52.81,0
Line-1,야간,7.0,39.9,19.5,45.9,83.56,219.71,49.27,0
Line-3,야간,3.0,26.1,26.4,43.2,91.65,220.15,46.48,0
Line-2,야간,1.0,23.7,26.1,51.1,96.05,230.67,56.38,0
Line-3,주간,9.0,30.9,26.3,55.5,102.7,188.08,57.44,0
Line-3,주간,10.0,30.0,18.2,38.6,100.62,162.72,51.99,0
Line-1,야간,3.0,37.8,25.9,38.2,93.19,205.04,41.86,0
Line-2,주간,11.0,35.4,21.1,56.0,113.63,204.22,49.25,0
Line-2,야간,10.0,31.0,19.5,57.3,120.55,181.74,53.33,0
Line-2,주간,9.0,30.5,26.4,48.1,98.82,221.53,49.68,0
Line-2,야간,12.0,23.4,24.7,57.4,96.03,159.53,51.39,0
Line-2,주간,6.0,28.5,25.2,47.0,109.55,202.88,49.53,0
Line-3,주간,15.0,27.0,18.0,46.6,114.75,208.84,54.45,0
Line-1,야간,6.0,32.7,24.3,45.3,111.2,182.76,46.02,0
Line-1,주간,5.0,34.6,25.6,50.7,102.18,177.79,49.0,0
Line-3,야간,1.0,40.1,30.3,39.4,98.55,192.82,54.45,0
Line-3,야간,14.0,29.2,22.5,49.3,100.68,174.27,50.63,0
Line-1,주간,1.0,29.2,24.8,43.1,88.36,204.62,40.88,0
Line-1,야간,12.0,24.9,25.8,55.7,111.69,205.79,51.95,0
Line-1,야간,11.0,40.4,30.4,47.8,86.96,218.13,44.76,0
Line-1,주간,0.0,40.1,23.7,39.7,98.99,232.9,41.75,0
Line-3,야간,9.0,36.3,21.3,51.9,113.13,190.9,49.09,0
Line-3,주간,10.0,36.7,26.7,60.5,96.75,196.6,55.07,0
Line-3,야간,0.0,31.5,25.9,68.3,99.64,154.05,53.59,0
Line-2,주간,0.0,26.7,26.0,45.7,85.68,192.37,54.06,0
Line-2,주간,12.0,24.8,28.7,45.9,99.35,202.19,46.96,0
Line-3,주간,13.0,23.5,23.8,69.7,94.57,233.66,40.09,0
Line-3,주간,7.0,21.6,28.0,53.1,83.49,176.04,52.31,0
Line-1,야간,8.0,32.5,26.4,48.0,94.94,183.1,48.72,0
Line-3,주간,8.0,32.5,20.5,61.1,103.77,190.68,51.98,0
Line-3,야간,13.0,28.9,26.2,42.7,109.74,174.85,57.0,0
Line-2,야간,2.0,38.9,20.1,57.9,110.98,216.88,56.03,0
Line-3,주간,13.0,31.9,23.6,51.0,94.84,178.12,49.1,0
Line-1,야간,1.0,33.9,23.5,38.0,92.98,215.08,51.06,0
Line-1,주간,13.0,34.1,25.0,45.7,102.27,164.64,59.51,0
Line-2,주간,3.0,23.0,23.0,43.0,101.08,192.38,53.29,0
Line-3,주간,7.0,35.2,25.3,51.2,106.63,216.39,56.51,0
Line-3,야간,1.0,31.6,23.4,43.6,111.68,202.99,44.73,0
Line-1,야간,10.0,26.2,25.2,53.7,118.63,184.93,55.37,0
Line-1,야간,13.0,40.3,23.0,52.6,109.57,213.97,52.86,0
Line-1,야간,15.0,30.8,25.3,28.2,80.63,214.7,44.16,0
Line-2,야간,3.0,32.8,25.8,58.6,81.42,193.5,49.43,0
Line-1,주간,4.0,20.8,24.4,43.4,103.09,215.22,47.01,0
Line-2,주간,6.0,33.0,22.5,61.4,100.7,216.17,46.55,0
Line-1,야간,5.0,36.0,24.9,41.2,104.72,202.92,49.62,0
Line-2,주간,3.0,27.3,26.5,39.0,86.11,191.6,41.72,0
Line-2,주간,13.0,36.7,21.4,57.5,95.32,208.5,53.74,0
Line-3,야간,2.0,28.8,25.5,41.1,106.97,210.41,53.33,0
Line-3,주간,7.0,30.9,31.8,44.6,114.93,204.38,54.76,0
Line-3,야간,6.0,25.1,30.8,48.6,99.82,181.13,53.91,0
Line-3,주간,3.0,21.7,25.5,57.1,111.51,190.36,50.13,0
Line-2,야간,11.0,30.7,27.5,55.1,93.58,192.81,49.01,0
Line-3,주간,13.0,42.3,25.9,57.8,107.34,176.9,41.3,0
Line-1,야간,0.0,31.6,28.5,60.1,111.54,174.46,47.94,0
Line-3,주간,1.0,18.1,25.1,63.2,95.04,192.54,41.45,0
Line-2,야간,3.0,30.4,25.4,53.8,111.72,174.62,46.19,0
Line-2,주간,13.0,25.8,26.2,37.8,121.92,196.19,49.52,0
Line-2,주간,9.0,33.5,24.0,47.0,100.96,220.96,49.74,0
Line-3,야간,7.0,,24.2,47.7,95.15,227.0,43.03,0
Line-1,주간,6.0,32.1,27.2,47.5,100.7,196.99,52.47,0
Line-3,주간,12.0,18.2,21.9,71.0,117.49,208.05,52.77,0
Line-1,야간,9.0,27.6,24.7,51.9,88.34,219.79,49.54,0
Line-3,주간,9.0,32.7,25.0,43.7,99.23,232.56,53.94,0
Line-2,주간,0.0,26.1,22.7,47.6,100.96,192.37,52.19,0
Line-2,주간,9.0,28.0,29.9,47.2,98.48,171.23,50.83,0
Line-3,야간,10.0,28.2,24.6,39.4,108.47,217.03,54.92,0
Line-3,야간,13.0,24.6,18.5,30.8,99.58,178.35,50.63,0
Line-1,주간,7.0,28.5,27.0,51.9,88.8,220.61,51.15,0
Line-3,야간,0.0,20.0,26.8,60.1,106.97,212.74,55.7,0
Line-2,주간,9.0,25.6,20.3,54.0,86.68,153.27,29.7,0
Line-3,야간,12.0,30.9,23.9,41.3,112.2,207.94,54.76,0
Line-3,야간,8.0,33.6,26.6,44.0,104.52,206.35,47.66,0
Line-2,야간,9.0,25.2,22.2,44.3,106.27,191.89,47.49,0
Line-2,야간,5.0,29.7,21.5,47.2,95.67,213.64,53.87,0
Line-2,주간,0.0,34.9,29.1,65.0,95.3,192.37,57.27,0
Line-3,야간,6.0,38.5,23.4,45.3,106.8,223.85,54.73,0
Line-3,야간,9.0,27.8,27.4,42.2,79.24,247.21,44.6,0
Line-2,주간,1.0,39.5,22.3,59.8,104.73,123.15,48.57,0
Line-1,주간,11.0,28.2,27.4,44.3,96.25,168.13,51.52,0
Line-3,야간,2.0,20.7,22.1,59.5,104.89,212.69,46.5,0
Line-2,야간,2.0,36.4,24.9,53.2,102.59,190.09,44.73,0
Line-3,야간,5.0,31.2,21.7,58.6,108.17,157.99,48.26,0
Line-2,야간,5.0,34.6,24.4,42.3,106.28,221.14,46.65,0
Line-2,야간,1.0,28.8,19.6,51.7,85.83,186.63,52.1,0
Line-1,야간,9.0,24.3,27.9,48.1,107.22,213.13,51.38,0
Line-1,야간,3.0,35.4,26.7,59.6,88.54,179.08,53.85,0
Line-1,주간,0.0,31.8,24.1,45.3,112.69,226.15,50.05,0
Line-3,주간,11.0,24.9,32.2,50.7,96.11,202.2,41.73,0
Line-3,주간,9.0,33.5,29.2,58.8,114.8,183.18,52.49,0
Line-1,주간,10.0,31.4,25.1,46.2,115.88,175.88,50.0,0
Line-2,야간,4.0,28.2,26.2,45.0,114.49,233.87,51.74,0
Line-2,주간,0.0,25.8,23.7,48.2,102.51,205.74,48.86,0
Line-1,야간,9.0,25.6,29.7,58.8,97.23,224.88,43.83,0
Line-1,주간,15.0,28.7,25.2,53.3,107.53,199.06,51.22,0
Line-1,야간,5.0,26.3,21.6,51.0,89.49,191.31,44.88,0
Line-2,야간,12.0,24.2,27.9,73.1,91.98,201.23,48.8,0
Line-3,주간,6.0,29.0,22.7,72.4,91.4,242.18,44.13,0
Line-1,주간,2.0,27.9,23.8,54.3,99.87,203.36,46.23,0
Line-2,야간,2.0,28.2,22.3,36.0,82.02,195.58,57.81,0
Line-1,주간,6.0,22.2,27.6,58.1,100.57,204.12,61.64,0
Line-1,주간,10.0,25.5,30.8,54.0,91.7,202.68,62.11,0
Line-3,야간,6.0,24.1,27.2,34.3,110.93,195.54,44.73,0
Line-1,야간,8.0,26.2,29.9,45.8,100.7,193.97,49.68,0
Line-1,주간,9.0,28.9,26.4,45.0,106.19,171.34,52.66,0
Line-2,야간,8.0,24.5,26.5,51.9,107.9,178.66,48.32,0
Line-1,주간,7.0,33.7,18.4,53.2,107.35,208.76,53.07,0
Line-2,야간,7.0,36.4,29.0,56.1,90.78,227.61,44.73,0
Line-2,야간,14.0,,29.7,41.4,122.72,197.21,58.84,0
Line-3,야간,4.0,,26.7,47.6,116.53,161.98,53.79,0
Line-3,야간,2.0,24.8,27.6,43.3,109.95,189.54,43.88,0
Line-3,야간,3.0,20.7,24.3,53.2,104.16,200.43,50.97,0
Line-2,주간,13.0,27.6,28.7,33.3,102.15,209.22,51.9,0
Line-3,야간,8.0,24.5,23.7,53.4,106.56,187.61,46.22,0
Line-1,주간,4.0,31.1,24.4,54.1,96.0,199.5,47.83,0
Line-3,주간,14.0,36.3,24.5,66.3,89.12,199.75,50.32,0
Line-1,주간,0.0,27.6,20.6,46.1,106.98,177.3,57.89,0
Line-1,주간,9.0,26.1,23.8,60.0,85.5,192.37,44.73,0
Line-2,야간,15.0,36.5,18.5,39.7,90.66,192.37,43.77,0
Line-2,주간,2.0,28.9,26.3,43.8,108.53,204.14,48.13,0
Line-1,주간,8.0,27.6,23.6,47.2,93.88,185.94,44.62,0
Line-3,야간,2.0,33.0,24.6,56.2,73.54,200.53,48.38,0
Line-3,야간,10.0,32.6,26.7,49.2,113.86,194.58,47.75,0
Line-1,주간,2.0,36.6,28.1,49.4,91.29,203.56,44.3,0
Line-3,주간,3.0,29.1,25.4,75.8,114.29,197.93,40.69,0
Line-1,주간,13.0,36.9,24.8,49.1,87.44,195.49,45.27,0
Line-1,야간,5.0,30.2,23.9,51.9,100.65,209.22,51.43,0
Line-2,주간,8.0,25.8,18.8,48.9,96.21,220.24,52.78,0
Line-2,주간,9.0,39.3,26.0,47.2,98.25,185.54,48.79,0
Line-2,주간,6.0,26.2,29.2,44.9,93.5,183.26,44.45,0
Line-1,야간,13.0,23.9,29.2,66.8,96.01,209.95,51.52,0
Line-1,주간,9.0,39.0,27.0,72.8,103.83,153.19,39.28,0
Line-2,야간,13.0,43.8,19.3,48.1,89.49,180.26,59.33,0
Line-2,야간,12.0,37.2,26.0,46.8,102.79,195.79,50.46,0
Line-3,야간,5.0,32.0,25.8,31.2,83.52,194.26,44.64,0
Line-3,야간,7.0,31.5,26.8,52.3,99.41,205.16,48.97,0
Line-1,야간,4.0,36.7,26.5,40.3,107.07,218.92,48.35,0
Line-3,야간,13.0,32.2,31.4,43.8,117.55,165.85,53.23,0
Line-2,주간,3.0,34.2,19.6,42.3,118.73,175.34,52.39,0
Line-1,야간,13.0,32.1,29.1,56.0,106.36,211.48,51.67,0
Line-1,야간,8.0,34.0,26.5,55.0,91.81,156.42,44.73,0
Line-3,주간,2.0,26.4,32.9,27.0,113.24,191.86,54.66,0
Line-2,주간,10.0,37.2,26.4,71.5,111.13,217.88,44.73,0
Line-1,주간,12.0,23.1,24.6,42.2,92.53,217.22,45.98,0
Line-1,주간,0.0,26.8,21.6,45.9,94.41,177.89,46.92,0
Line-3,야간,5.0,,23.6,56.6,95.25,173.61,45.51,0
Line-2,주간,7.0,23.7,27.4,43.4,106.3,218.52,41.44,0
Line-3,주간,1.0,30.7,27.4,45.3,108.93,200.4,45.95,0
Line-1,야간,15.0,29.4,26.3,45.4,121.28,170.45,48.83,0
Line-1,야간,14.0,28.5,24.2,42.2,98.73,197.68,55.63,0
Line-1,주간,10.0,45.9,19.4,49.2,99.85,202.28,46.24,0
Line-2,주간,10.0,29.6,27.2,51.9,106.47,195.13,44.86,0
Line-3,야간,9.0,35.3,26.2,31.4,97.82,200.49,52.88,0
Line-2,야간,8.0,26.1,22.1,42.7,103.11,214.07,55.72,0
Line-1,야간,12.0,31.3,26.4,58.3,109.21,210.21,43.09,0
Line-3,주간,12.0,21.3,22.1,59.2,101.72,213.27,55.26,0
Line-1,야간,7.0,27.7,31.8,51.9,121.39,218.1,46.47,0
Line-3,주간,9.0,30.2,26.7,41.9,108.37,203.81,53.82,0
Line-3,야간,2.0,30.4,26.1,49.2,99.52,230.73,55.04,0
Line-3,야간,1.0,32.4,26.7,52.9,119.88,215.59,58.35,0
Line-1,주간,6.0,33.3,23.2,57.1,95.61,183.76,50.95,0
Line-1,야간,,37.2,20.5,57.0,117.87,183.42,55.68,0
Line-2,야간,4.0,29.0,29.3,48.4,109.71,176.94,53.66,0
Line-3,야간,13.0,32.7,23.2,45.2,103.4,217.26,47.68,0
Line-2,야간,2.0,34.5,28.6,39.9,105.63,159.95,54.14,0
Line-1,주간,6.0,23.1,28.9,34.5,89.11,201.81,47.22,0
Line-2,야간,5.0,36.4,26.4,42.7,80.08,181.46,51.36,0
Line-2,주간,5.0,28.8,20.5,50.5,120.59,196.69,54.97,0
Line-3,주간,1.0,25.5,26.3,44.0,105.27,217.26,51.91,0
Line-2,주간,1.0,25.8,18.0,53.8,109.25,192.37,45.5,0
Line-2,야간,11.0,29.3,27.2,52.6,105.96,165.98,46.76,0
Line-3,주간,7.0,30.6,20.0,54.0,94.27,210.99,57.34,0
Line-2,야간,10.0,28.4,28.1,47.2,118.59,192.37,41.11,0
Line-3,주간,2.0,30.5,30.2,49.9,74.33,224.3,55.93,0
Line-3,주간,15.0,27.7,24.8,51.9,89.49,192.37,52.95,0
Line-1,주간,8.0,29.4,29.0,42.1,105.35,186.58,44.89,0
Line-3,주간,5.0,37.4,26.9,53.2,92.45,185.82,52.29,0
Line-2,주간,0.0,33.2,26.4,39.4,101.08,201.45,60.57,0
Line-1,주간,2.0,23.3,25.4,50.8,89.49,213.11,50.61,0
Line-3,야간,9.0,26.7,24.1,51.4,117.7,164.5,58.08,0
Line-3,야간,4.0,24.2,20.1,74.0,97.09,183.72,51.55,0
Line-2,주간,7.0,28.5,26.5,42.7,94.38,206.59,54.0,0
Line-1,야간,0.0,,24.6,75.1,96.9,197.72,51.81,0
Line-2,야간,0.0,35.1,29.8,47.2,87.48,206.68,45.33,0
Line-2,주간,7.0,35.7,27.2,42.3,92.07,192.37,46.82,0
Line-2,야간,14.0,23.6,24.5,61.4,104.26,199.91,50.71,0
Line-2,주간,3.0,27.5,23.4,55.7,83.8,208.22,55.98,0
Line-3,주간,9.0,35.1,26.4,48.4,91.81,176.5,44.68,0
Line-1,주간,7.0,22.6,25.4,40.3,83.0,217.41,49.71,0
Line-3,야간,6.0,30.3,23.4,61.9,89.43,192.37,45.06,0
Line-1,야간,8.0,34.4,25.8,56.0,104.85,224.48,46.75,0
Line-2,주간,15.0,30.9,18.7,60.7,118.89,217.62,42.8,0
Line-2,야간,0.0,,24.9,48.5,95.86,183.11,54.24,0
Line-2,야간,7.0,23.8,27.1,50.7,104.32,192.92,47.92,0
Line-3,야간,11.0,28.2,24.4,55.6,97.32,205.09,46.96,0
Line-1,주간,15.0,30.2,26.5,62.1,106.02,171.67,47.67,0
Line-1,야간,15.0,34.3,23.1,71.0,108.11,182.74,54.82,0
Line-2,야간,0.0,39.3,25.2,40.1,112.52,182.23,48.17,0
Line-1,야간,13.0,32.1,27.4,42.7,108.85,214.1,45.59,0
Line-1,야간,2.0,29.7,26.4,64.9,96.41,180.17,58.74,0
Line-2,주간,1.0,35.6,28.3,52.3,103.02,222.19,52.13,0
Line-3,야간,3.0,32.7,28.8,47.4,96.84,223.93,46.63,0
Line-2,야간,14.0,35.9,29.1,50.5,86.15,206.58,50.05,0
Line-3,주간,5.0,29.1,25.1,38.1,100.5,201.08,56.43,0
Line-3,야간,9.0,28.5,34.5,44.0,84.37,240.61,54.98,0
Line-2,주간,2.0,32.6,25.9,41.9,85.78,214.97,53.65,0
