고객ID,연령,성별,지역,가입기간,월요금,총요금,상담횟수,데이터사용량,계약유형,해지여부
C02467,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02468,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02469,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02470,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
C02471,27,남성,기타,2,95000,190000,5,4.5,약정없음,1
C02472,44,여성,서울,12,68000,816000,2,16.7,1년약정,0
C02473,59,남성,경기,66,120000,7920000,1,60.1,2년약정,0
C02474,35,여성,부산,18,77500,1395000,3,22.3,1년약정,0
C02475,22,남성,대구,4,58000,,4,8.9,약정없음,1
C02476,49,여성,기타,40,91000,3640000,0,35.4,2년약정,0
C02477,33,남성,서울,1,112000,112000,6,12.1,약정없음,1
C02478,61,여성,경기,55,83000,4565000,1,40.2,2년약정,0
C02479,26,남성,부산,10,49000,490000,2,14,약정없음,0
C02480,40,여성,대구,2,86000,172000,5,3.8,약정없음,1
C02481,32,남성,기타,24,65500,1572000,1,15.2,1년약정,0
C02482,55,여성,서울,2,89000,178000,5,5,약정없음,1
C02483,28,남성,경기,48,45200,2169600,0,22.1,2년약정,0
C02484,41,여성,부산,1,105300,105300,4,8.5,약정없음,1
C02485,62,남성,대구,12,75000,,2,10.2,약정없음,0
C02486,19,여성,기타,6,55000,330000,3,12.5,약정없음,1
C02487,45,남성,서울,72,99900,7192800,1,45.6,2년약정,0
C02488,37,여성,경기,15,82100,1231500,2,18.9,1년약정,0
C02489,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C02490,24,여성,대구,36,40000,1440000,0,30.5,1년약정,0
C02491,33,남성,기타,10,78200,782000,3,11,약정없음,1
C02492,58,여성,서울,5,92500,462500,4,6.7,약정없음,1
C02493,42,남성,경기,60,110000,6600000,1,55.2,2년약정,0
C02494,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C02495,65,남성,대구,1,45000,,5,1.2,약정없음,1
C02496,38,여성,기타,48,88500,4248000,0,33.1,2년약정,0
C02497,21,남성,서울,8,62000,496000,3,14.5,약정없음,1
C02498,47,여성,경기,30,72300,2169000,1,28.7,1년약정,0
C02499,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02500,31,여성,대구,5,42000,210000,2,10.8,약정없음,0
